@relation mail

@attribute IP real
@attribute TIME real
@attribute Message-ID real
@attribute Subject real
@attribute From real
@attribute text_type {HTML, text}
@attribute multipart {non-multipart, multipart_text, multipart_non-text}
@attribute url real
@attribute url_per real
@attribute spam_word_per real
@attribute spam_f real
@attribute spam {non-spam, spam}

@data
40930,1263394800,0,21412,30515,text,multipart_text,2,0.03190520,0.08887876,11.13680373,spam
40755,1263394800,13,21940,30239,text,multipart_text,4,0.04125286,0.13750955,15.20324566,spam
41104,1263394800,0,22305,30819,text,multipart_text,5,0.06100537,0.13762811,11.89682882,spam
40001,1263394800,15,21254,31261,text,non-multipart,36,0.15762298,0.04956816,17.25377288,non-spam
40001,1263394800,0,20639,30871,text,non-multipart,27,0.14977516,0.07817364,22.15405119,non-spam
40938,1263394800,0,22272,31145,text,multipart_text,2,0.01702580,0.13328013,25.11704755,spam
40001,1263394800,0,20385,30878,text,non-multipart,7,0.06881356,0.11949153,22.44957077,non-spam
40595,1263415648,0,22168,30140,text,multipart_text,1,0.00934579,0.02483311,4.01199483,spam
40001,1263420977,19,20025,30895,text,non-multipart,26,0.09188636,0.07243409,24.11116773,non-spam
41717,1263431800,0,21519,30737,text,multipart_text,1,0.00702028,0.13260530,14.08608051,spam
41717,1263435880,0,21519,30737,text,multipart_text,1,0.00702028,0.13260530,14.08608051,spam
40001,1263445548,10,21862,30423,text,non-multipart,8,0.09298561,0.10197842,17.01814903,non-spam
40001,1263460037,0,20273,30215,HTML,multipart_text,152,0.11854371,0.03510015,56.09932970,non-spam
40001,1263465869,0,20435,30521,HTML,multipart_text,7,0.04870525,0.00000000,0.00000000,non-spam
41241,1263465869,0,21940,30696,text,multipart_text,4,0.04128440,0.13761468,15.20324566,spam
40639,1263471832,0,22184,31182,text,multipart_text,4,0.04248258,0.09359442,14.82693740,spam
40928,1263477151,13,21961,30972,text,multipart_text,2,0.01369193,0.13496333,17.65904904,spam
40437,1263481200,3,21487,30244,text,multipart_text,2,0.01510490,0.14685315,22.30214417,spam
40229,1263481200,0,21419,30095,text,multipart_text,3,0.02393398,0.12709766,19.27490102,spam
40001,1263481200,15,21255,31261,text,non-multipart,38,0.16364144,0.06869590,22.76990318,non-spam
41584,1263481200,0,21961,30900,text,multipart_text,2,0.01369863,0.13502935,17.65904904,spam
40252,1263481200,3,22008,30873,text,non-multipart,3,0.10485437,0.22135922,4.53333856,spam
40760,1263483416,3,22008,30873,text,non-multipart,3,0.10485437,0.22135922,4.53333856,spam
40760,1263498811,3,22008,30873,text,non-multipart,3,0.10485437,0.22135922,4.53333856,spam
40760,1263510814,3,22008,30873,text,non-multipart,3,0.10485437,0.22135922,4.53333856,spam
40001,1263511209,8,21470,30886,text,non-multipart,23,0.10416845,0.05700591,33.35227941,non-spam
40001,1263511209,0,20763,30449,text,non-multipart,6,0.09738885,0.11115032,8.75504684,non-spam
40001,1263511209,3,21020,30880,HTML,multipart_text,47,0.12001303,0.05530469,36.54937086,non-spam
40001,1263511209,14,22241,31260,text,non-multipart,7,0.03048400,0.09305642,31.16890753,non-spam
40001,1263519000,0,20001,30870,text,non-multipart,46,0.07798840,0.06193197,50.92748226,non-spam
40001,1263520583,19,20908,30364,text,non-multipart,4,0.05359057,0.13933548,13.33738387,non-spam
40001,1263520634,0,20773,30449,text,non-multipart,5,0.08745247,0.10722433,8.00635020,non-spam
40110,1263524494,3,22323,30720,text,non-multipart,3,0.04144055,0.25160335,42.65924503,spam
40001,1263525764,0,20813,30449,text,non-multipart,5,0.09504132,0.12272727,6.90094469,non-spam
40879,1263539803,0,22160,30709,text,multipart_text,2,0.07351077,0.00760456,0.15091529,spam
41382,1263546181,0,22165,31031,text,multipart_text,2,0.03753666,0.15835777,10.19560190,spam
41588,1263547029,0,21487,30757,text,multipart_text,2,0.01513453,0.14714126,22.30214417,spam
41588,1263547708,0,21487,30757,text,multipart_text,2,0.01513453,0.14714126,22.30214417,spam
41710,1263548566,0,21893,30192,text,multipart_text,1,0.01815353,0.11358921,12.14985692,spam
41710,1263548665,0,21893,30192,text,multipart_text,1,0.01815353,0.11358921,12.14985692,spam
41590,1263567600,0,21482,31194,text,multipart_text,2,0.05998537,0.13167520,9.65791227,spam
41590,1263567600,0,21482,31194,text,multipart_text,2,0.05998537,0.13167520,9.65791227,spam
40573,1263567600,0,22349,30785,text,multipart_text,3,0.01373878,0.07968492,21.54929246,spam
40001,1263567600,0,21014,30067,HTML,multipart_text,4,0.00569624,0.00108746,1.29159970,non-spam
40230,1263567600,0,22041,30585,text,multipart_text,3,0.05483029,0.09086162,7.41879973,spam
40001,1263567600,0,20530,30870,text,non-multipart,20,0.07112854,0.06804817,22.99792246,non-spam
41232,1263567600,4,22041,30137,text,multipart_text,3,0.05463059,0.09053070,7.41879973,spam
41232,1263571800,4,22041,30137,text,multipart_text,3,0.05463059,0.09053070,7.41879973,spam
40957,1263601063,3,20500,30720,text,non-multipart,5,0.03853128,0.22710789,25.61981106,spam
41228,1263605166,0,22349,30193,text,multipart_text,3,0.01372872,0.07962658,21.54929246,spam
40228,1263605341,0,21893,30351,text,multipart_text,1,0.01808786,0.11317829,12.14985692,spam
41558,1263605341,0,21999,30941,text,multipart_text,1,0.00842266,0.12174579,24.70698914,spam
41558,1263621407,0,21999,30941,text,multipart_text,1,0.00842266,0.12174579,24.70698914,spam
41558,1263629641,0,21999,30941,text,multipart_text,1,0.00842266,0.12174579,24.70698914,spam
40610,1263635955,3,21875,31079,text,multipart_text,1,0.03209110,0.16459627,7.27419545,spam
40001,1263654000,0,20887,30449,text,non-multipart,5,0.10564998,0.12677997,7.16749637,non-spam
41102,1263654000,4,21858,30623,text,multipart_text,3,0.01873788,0.20223993,40.43549841,spam
40001,1263654000,8,21467,30290,HTML,non-multipart,66,0.36313185,0.03209414,12.87091843,non-spam
40110,1263689722,3,21448,30720,text,non-multipart,2,0.06811989,0.31062670,6.60628748,spam
40637,1263690703,4,21482,31136,text,multipart_text,2,0.05994152,0.13157895,9.65791227,spam
40637,1263692421,4,21482,31136,text,multipart_text,2,0.05994152,0.13157895,9.65791227,spam
41381,1263694327,0,21567,31163,text,multipart_text,3,0.03850971,0.13431434,13.45192270,spam
41381,1263714708,0,21567,31163,text,multipart_text,3,0.03850971,0.13431434,13.45192270,spam
41384,1263715621,0,21516,30764,text,multipart_text,6,0.04083690,0.08999244,10.71737682,spam
40001,1263715621,0,20306,30521,HTML,multipart_text,62,0.17793179,0.00000000,0.00000000,non-spam
40001,1263716748,8,20483,30886,text,non-multipart,24,0.07334898,0.06723657,43.59295990,non-spam
41711,1263716748,4,21852,30223,text,multipart_text,3,0.04272767,0.11264566,7.82015601,spam
41711,1263724995,4,21852,30223,text,multipart_text,3,0.04272767,0.11264566,7.82015601,spam
40638,1263740400,0,21567,31190,text,multipart_text,3,0.03853383,0.13439850,13.45192270,spam
40001,1263740400,15,21256,31261,text,non-multipart,41,0.16328125,0.05494792,20.87225119,non-spam
40001,1263740400,0,22382,30449,text,non-multipart,5,0.12707182,0.15580110,8.01266120,non-spam
40001,1263740400,19,21988,30895,text,non-multipart,6,0.06306533,0.11909548,14.19583709,non-spam
41109,1263740400,4,21852,30178,text,multipart_text,3,0.04278306,0.11279170,7.82015601,spam
41109,1263764754,4,21852,30178,text,multipart_text,3,0.04278306,0.11279170,7.82015601,spam
40001,1263784614,14,21131,31260,text,non-multipart,6,0.04121371,0.09138693,24.47375642,non-spam
41108,1263785400,10,20038,30511,text,multipart_text,2,0.04424104,0.15789474,11.47367802,spam
40001,1263785552,0,20886,30449,text,non-multipart,5,0.11274510,0.16176471,7.68100035,non-spam
40001,1263785552,8,20021,30290,HTML,non-multipart,44,0.33493138,0.03750705,10.57974991,non-spam
40653,1263786679,3,21581,30720,text,non-multipart,2,0.05000000,0.19453125,13.40445298,spam
40001,1263791545,12,20212,30106,text,non-multipart,13,0.03387633,0.07366885,28.63470660,non-spam
40001,1263793165,9,20223,30526,text,non-multipart,8,0.05781193,0.00000000,0.00000000,non-spam
41237,1263800567,0,22065,31090,text,multipart_text,3,0.02021109,0.11587694,20.03057505,spam
41239,1263810901,0,21519,30812,text,multipart_text,1,0.00703491,0.13288171,14.08608051,spam
41666,1263816539,0,21858,30498,text,multipart_text,3,0.01871370,0.20197892,40.43549841,spam
40383,1263826800,9,21852,30656,text,multipart_text,3,0.04283860,0.11293812,7.82015601,spam
40382,1263826800,4,21858,30272,text,multipart_text,3,0.01870565,0.20189207,40.43549841,spam
40719,1263826800,0,21999,31137,text,multipart_text,1,0.00841837,0.12168367,24.70698914,spam
41333,1263826800,13,21851,30407,text,multipart_text,3,0.04278306,0.11279170,7.82015601,spam
40001,1263826800,15,21257,31261,text,non-multipart,40,0.16475476,0.07072532,22.62553408,non-spam
40001,1263826800,0,20640,30871,text,non-multipart,13,0.12675277,0.10627306,15.81321783,non-spam
40001,1263826800,0,22382,30870,text,non-multipart,25,0.09866667,0.06307692,18.81823527,non-spam
40001,1263826800,15,22254,30787,text,non-multipart,60,0.19248611,0.05274612,27.03908118,non-spam
40001,1263845859,0,22382,30449,text,non-multipart,5,0.12870733,0.15277001,7.45560739,non-spam
40001,1263853678,10,21731,30423,text,non-multipart,7,0.07977003,0.09270571,14.75245972,non-spam
40001,1263865030,0,20729,30449,text,non-multipart,6,0.08657465,0.14680050,14.69170162,non-spam
40001,1263867037,10,21685,30896,text,non-multipart,18,0.06974937,0.08101807,23.15079770,non-spam
40001,1263871298,8,22263,30290,text,non-multipart,5,0.07230559,0.15347885,13.33236643,non-spam
40001,1263874052,11,21647,30384,HTML,multipart_text,8,0.01980694,0.02166607,16.00333190,non-spam
40001,1263878354,8,21697,30886,text,non-multipart,23,0.07010956,0.06706132,43.42244522,non-spam
41229,1263891338,0,22041,30484,text,multipart_text,3,0.05471600,0.09067223,7.41879973,spam
41229,1263901878,0,22041,30484,text,multipart_text,3,0.05471600,0.09067223,7.41879973,spam
41061,1263913200,13,21590,30450,text,multipart_text,2,0.02998637,0.12403453,11.63027714,spam
41061,1263913200,13,21590,30450,text,multipart_text,2,0.02998637,0.12403453,11.63027714,spam
41061,1263913200,13,21590,30450,text,multipart_text,2,0.02998637,0.12403453,11.63027714,spam
40386,1263913200,0,21979,31146,text,multipart_text,2,0.01574052,0.18173146,25.41472306,spam
40386,1263913200,0,21979,31146,text,multipart_text,2,0.01574052,0.18173146,25.41472306,spam
41664,1263913200,0,21590,30460,text,multipart_text,2,0.02998637,0.12403453,11.63027714,spam
41664,1263913200,0,21590,30460,text,multipart_text,2,0.02998637,0.12403453,11.63027714,spam
40001,1263913200,25,21304,31264,text,non-multipart,7,0.08633583,0.10944935,12.48916154,non-spam
40385,1263913200,0,21415,30084,text,multipart_text,1,0.01139323,0.13867188,18.50770256,spam
40001,1263913200,11,21388,30394,text,non-multipart,21,0.13591413,0.10057887,26.61052095,non-spam
40001,1263913200,15,21258,31261,text,non-multipart,35,0.17434451,0.06800376,17.32585943,non-spam
40635,1263915055,0,21940,30185,text,multipart_text,4,0.04133180,0.13777268,15.20324566,spam
40001,1263922254,0,21692,30960,text,non-multipart,9,0.12008005,0.09306204,7.47324683,non-spam
41502,1263930143,0,21940,30771,text,multipart_text,4,0.04150653,0.13835511,15.20324566,spam
40001,1263933881,0,21692,30960,text,non-multipart,9,0.12008005,0.09306204,7.47324683,non-spam
40001,1263934258,0,21692,30960,text,non-multipart,9,0.12008005,0.09306204,7.47324683,non-spam
40001,1263944294,0,20001,30870,text,non-multipart,38,0.07608193,0.06145079,39.08051429,non-spam
41331,1263945450,8,21891,30637,text,multipart_text,2,0.02447257,0.16075949,17.45411783,spam
41331,1263950407,8,21891,30637,text,multipart_text,2,0.02447257,0.16075949,17.45411783,spam
41331,1263952910,8,21891,30637,text,multipart_text,2,0.02447257,0.16075949,17.45411783,spam
40001,1263954884,0,20753,30449,text,non-multipart,6,0.07915113,0.11786636,13.77837011,non-spam
41380,1263956654,3,21775,30588,text,multipart_text,2,0.02204030,0.13602015,19.23221355,spam
41380,1263956654,3,21775,30588,text,multipart_text,2,0.02204030,0.13602015,19.23221355,spam
41380,1263956654,3,21775,30588,text,multipart_text,2,0.02204030,0.13602015,19.23221355,spam
40234,1263956766,0,22041,30284,text,multipart_text,3,0.05465903,0.09057782,7.41879973,spam
40001,1263960114,0,20795,30449,text,non-multipart,5,0.11563600,0.17194570,7.29685234,non-spam
40001,1263960114,0,20720,30449,text,non-multipart,6,0.08037274,0.13104252,14.98177257,non-spam
40001,1263960114,6,20928,30879,text,non-multipart,16,0.11474241,0.08582773,24.67845243,non-spam
40001,1263960819,19,20001,30895,text,non-multipart,11,0.04035551,0.11361999,41.41742778,non-spam
40001,1263961167,0,22382,30449,text,non-multipart,8,0.13323678,0.12273715,9.76288660,non-spam
40001,1263961834,8,20304,30290,HTML,non-multipart,51,0.27533856,0.03998574,15.00572302,non-spam
40001,1263966535,0,21634,30537,text,non-multipart,18,0.24593640,0.06431095,7.44972757,non-spam
40654,1263967711,3,22091,30720,text,non-multipart,2,0.02713704,0.10990502,12.04774411,spam
40772,1263969755,3,22284,30687,text,non-multipart,2,0.06131650,0.15419297,5.77005997,spam
40001,1263982674,0,20553,30870,text,non-multipart,30,0.06327253,0.04116526,22.10811023,non-spam
41064,1263983038,0,21465,31267,text,multipart_text,2,0.01461470,0.11093888,18.58610011,spam
41064,1263989553,0,21465,31267,text,multipart_text,2,0.01461470,0.11093888,18.58610011,spam
41059,1263989700,0,21586,30777,text,multipart_text,3,0.02445386,0.15552657,27.76316099,spam
40001,1263993090,10,21919,30423,HTML,multipart_text,36,0.13401414,0.03692066,18.98243895,non-spam
40001,1263999600,15,21259,31261,text,non-multipart,37,0.16171965,0.05802375,19.03927717,non-spam
41585,1263999600,0,22312,30322,text,multipart_text,4,0.05813953,0.11860465,9.61154012,spam
40001,1263999600,0,20641,30871,text,non-multipart,29,0.15201666,0.09765454,28.32676101,non-spam
40001,1264005954,0,22382,30870,text,non-multipart,25,0.10652198,0.04849961,14.39379091,non-spam
40001,1264017967,10,22238,30423,HTML,multipart_text,60,0.32283465,0.04251969,14.80929795,non-spam
40001,1264024971,10,21782,30896,text,non-multipart,19,0.05587953,0.07152875,26.21810200,non-spam
40001,1264025746,0,20797,30449,text,non-multipart,5,0.11047070,0.15129683,7.24197405,non-spam
41385,1264038874,4,22208,30137,text,multipart_text,2,0.02115987,0.19043887,20.60350437,spam
41385,1264039255,4,22208,30137,text,multipart_text,2,0.02115987,0.19043887,20.60350437,spam
41385,1264042673,4,22208,30137,text,multipart_text,2,0.02115987,0.19043887,20.60350437,spam
40232,1264043324,0,22312,30809,text,multipart_text,4,0.05807201,0.11846690,9.61154012,spam
40232,1264043513,0,22312,30809,text,multipart_text,4,0.05807201,0.11846690,9.61154012,spam
40001,1264043513,14,21170,30792,text,non-multipart,12,0.06333175,0.15078422,35.35031947,non-spam
40001,1264043513,0,20740,30449,text,non-multipart,6,0.06952141,0.10428212,14.53490651,non-spam
40740,1264049884,11,21486,31057,text,multipart_text,3,0.01927608,0.20111373,40.43549841,spam
40740,1264049884,11,21486,31057,text,multipart_text,3,0.01927608,0.20111373,40.43549841,spam
40768,1264055031,3,21083,30720,text,non-multipart,4,0.05468216,0.12508544,7.64615264,spam
40001,1264059130,17,20218,30064,HTML,multipart_text,7,0.02752453,0.00000000,0.00000000,non-spam
40574,1264064113,0,22061,31053,text,multipart_text,3,0.01278733,0.09544832,28.59158794,spam
40001,1264064113,0,20274,30215,HTML,multipart_text,161,0.12364321,0.03552735,64.05209517,non-spam
40001,1264075265,15,21260,31261,text,non-multipart,34,0.16198704,0.05677260,16.90098389,non-spam
40801,1264086000,3,21659,30884,text,non-multipart,2,0.08627451,0.32352941,8.38548077,spam
40801,1264087837,3,21659,30884,text,non-multipart,2,0.08627451,0.32352941,8.38548077,spam
40801,1264088220,3,21659,30884,text,non-multipart,2,0.08627451,0.32352941,8.38548077,spam
40801,1264103990,3,21659,30884,text,non-multipart,2,0.08627451,0.32352941,8.38548077,spam
40762,1264116478,3,21752,30891,text,non-multipart,2,0.04456094,0.29095675,10.18776214,spam
40256,1264116478,3,21752,30891,text,non-multipart,2,0.04456094,0.29095675,10.18776214,spam
40762,1264116478,3,21752,30891,text,non-multipart,2,0.04456094,0.29095675,10.18776214,spam
40762,1264116478,3,21752,30891,text,non-multipart,2,0.04456094,0.29095675,10.18776214,spam
40001,1264116556,3,22016,30872,HTML,multipart_text,25,0.18058455,0.08423800,21.68868331,non-spam
40001,1264116556,0,20773,30449,text,non-multipart,5,0.08745247,0.10722433,8.00635020,non-spam
40001,1264116556,0,20001,30870,text,non-multipart,42,0.07918978,0.05469014,40.62561248,non-spam
40001,1264116556,3,21016,30880,HTML,multipart_text,31,0.18317304,0.09046010,28.45439222,non-spam
40926,1264125845,0,20001,30239,text,multipart_text,2,0.03427896,0.14893617,12.27572420,spam
40654,1264129325,3,21063,30720,text,non-multipart,2,0.03172924,0.27128503,21.40511936,spam
40480,1264130790,3,22211,30798,text,non-multipart,4,0.02412798,0.16207710,24.57261573,spam
40480,1264131617,3,22211,30798,text,non-multipart,4,0.02412798,0.16207710,24.57261573,spam
40001,1264148928,10,21664,30425,text,non-multipart,26,0.17443079,0.09059731,25.83199404,non-spam
41379,1264155155,0,21965,30766,text,multipart_text,1,0.00805195,0.13246753,14.08608051,spam
40233,1264162720,0,22115,30694,text,multipart_text,4,0.06892590,0.11717404,9.61154012,spam
40233,1264162720,0,22115,30694,text,multipart_text,4,0.06892590,0.11717404,9.61154012,spam
40744,1264166611,4,21532,30622,text,multipart_text,3,0.04272767,0.11264566,7.82015601,spam
41709,1264172400,4,21974,30331,text,multipart_text,2,0.02540416,0.17667436,23.34741876,spam
40873,1264172400,4,21442,30667,text,multipart_text,1,0.02135816,0.14622125,14.01987378,spam
41330,1264172400,0,21442,30640,text,multipart_text,1,0.02142857,0.14670330,14.01987378,spam
40001,1264172400,0,21115,30067,HTML,multipart_text,74,0.42163223,0.01309467,18.88052213,non-spam
40001,1264172400,26,20674,30958,text,non-multipart,8,0.07990772,0.08431208,11.44800282,non-spam
41230,1264173436,0,21792,31202,text,multipart_text,3,0.02962298,0.06552962,7.98283094,spam
40745,1264173923,4,21792,31167,text,multipart_text,3,0.02962298,0.06552962,7.98283094,spam
40001,1264175520,0,22382,30870,text,non-multipart,25,0.08126373,0.05245819,23.79169770,non-spam
40001,1264198743,0,20802,30449,text,non-multipart,6,0.08536963,0.12991030,11.72435420,non-spam
40001,1264202375,0,20766,30449,HTML,non-multipart,16,0.17144052,0.05707715,7.31841167,non-spam
41065,1264205115,0,21974,30778,text,multipart_text,2,0.02546296,0.17708333,23.34741876,spam
41370,1264208687,0,21520,30556,text,multipart_text,1,0.00914781,0.18343765,25.41472306,spam
41106,1264209643,0,21610,30094,text,multipart_text,2,0.01690141,0.16286812,24.96570107,spam
41708,1264210077,0,21610,30262,text,multipart_text,2,0.01687548,0.16261826,24.96570107,spam
41460,1264254211,4,21749,30561,text,multipart_text,3,0.07525084,0.14297659,10.16620281,spam
41332,1264258800,0,21477,30354,text,multipart_text,1,0.00934081,0.02481986,4.01199483,spam
40874,1264258800,0,21477,30477,text,multipart_text,1,0.00935329,0.02485302,4.01199483,spam
41559,1264258800,4,22183,30020,text,multipart_text,2,0.05663189,0.12518629,4.23934773,spam
40001,1264258800,0,20882,30449,text,non-multipart,6,0.06952141,0.10428212,14.53490651,non-spam
40618,1264258800,10,21596,31142,text,multipart_text,2,0.02382671,0.14945848,13.51965819,spam
40429,1264258800,0,21520,30844,text,multipart_text,1,0.00914781,0.18343765,25.41472306,spam
40001,1264267100,10,20168,30423,HTML,multipart_text,6,0.01868731,0.00604589,2.82427188,non-spam
40768,1264296098,3,21967,30720,text,non-multipart,2,0.07352941,0.18750000,4.27701776,spam
40001,1264306544,8,21762,30886,text,non-multipart,23,0.06886825,0.06235897,36.98992591,non-spam
40001,1264306894,0,20153,30534,text,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41823,1264315228,0,21950,30841,text,multipart_text,2,0.01731844,0.14664804,22.30214417,spam
40428,1264323694,3,21939,30471,text,multipart_text,4,0.05781666,0.18600228,24.28230959,spam
40427,1264345200,0,21564,30778,text,multipart_text,4,0.02836879,0.10767247,15.61306887,spam
40877,1264345200,0,21399,30643,text,multipart_text,1,0.01083302,0.11953679,13.01638509,spam
40001,1264345200,15,21261,31261,text,non-multipart,38,0.15888616,0.05514606,19.91340990,non-spam
40001,1264345200,0,20797,30449,text,non-multipart,5,0.11047070,0.15129683,7.24197405,non-spam
40001,1264345200,10,21824,30896,text,non-multipart,12,0.04582985,0.07959922,24.70110933,non-spam
40961,1264345200,3,21405,30825,text,non-multipart,2,0.07834603,0.11425462,6.41072479,spam
40001,1264365433,12,20213,30106,text,non-multipart,15,0.03479132,0.07688453,35.90063110,non-spam
41493,1264398002,0,21399,30567,text,multipart_text,1,0.01086549,0.11989509,13.01638509,spam
40721,1264412008,0,21333,30150,text,multipart_text,2,0.03131749,0.11015119,5.29183489,spam
41368,1264414085,0,21939,30177,text,multipart_text,4,0.05812620,0.18699809,24.28230959,spam
41583,1264423243,4,22294,31028,text,multipart_text,3,0.02021109,0.11587694,20.03057505,spam
41720,1264431600,0,22225,30835,text,multipart_text,6,0.04662823,0.08949611,10.71737682,spam
40001,1264431600,15,21262,31261,text,non-multipart,37,0.16917478,0.07671880,24.88945945,non-spam
40001,1264431600,0,20642,30871,text,non-multipart,14,0.10760999,0.10656956,25.50488025,non-spam
41589,1264431600,0,21567,31211,text,multipart_text,3,0.03840150,0.13393693,13.45192270,spam
40198,1264431600,0,21495,30079,text,multipart_text,1,0.01140808,0.13885267,18.50770256,spam
40001,1264452863,19,20001,30895,text,non-multipart,7,0.04816986,0.11788940,19.74050410,non-spam
40001,1264457657,19,20001,30895,text,non-multipart,7,0.04817750,0.11790808,19.74050410,non-spam
40001,1264464208,19,21001,30893,text,non-multipart,7,0.08839128,0.10606953,11.73219396,non-spam
40001,1264467952,0,20724,30449,text,non-multipart,6,0.08414634,0.11341463,11.62243738,non-spam
40001,1264470294,0,22382,30449,text,non-multipart,6,0.08590103,0.12605042,12.95519580,non-spam
40001,1264470333,0,22382,30870,text,non-multipart,22,0.10569922,0.04782827,9.30034103,non-spam
40001,1264471611,0,20520,30870,text,non-multipart,21,0.08639448,0.06786599,24.86770413,non-spam
40001,1264475964,6,20001,30879,text,non-multipart,6,0.13364323,0.11679256,9.58998079,non-spam
40001,1264476633,10,21977,30423,text,non-multipart,7,0.10449518,0.11014356,13.27466583,non-spam
40001,1264477094,19,21904,30895,text,non-multipart,7,0.05034287,0.11440040,21.21829799,non-spam
40464,1264482876,3,21344,30825,text,non-multipart,2,0.07904192,0.11137725,5.18729176,spam
40001,1264484393,0,20712,30449,text,non-multipart,5,0.11175899,0.15306122,9.03139822,non-spam
41667,1264490164,0,21333,30547,text,multipart_text,2,0.03131749,0.11015119,5.29183489,spam
40937,1264490642,10,21567,31200,text,multipart_text,3,0.03850971,0.13431434,13.45192270,spam
40001,1264492537,11,21647,30384,HTML,multipart_text,8,0.01980906,0.02209747,16.83826585,non-spam
40001,1264501977,8,21761,30886,text,non-multipart,23,0.06886825,0.06235897,36.98992591,non-spam
40001,1264505721,11,21389,30394,text,non-multipart,23,0.13914102,0.08866504,25.34244052,non-spam
40001,1264506196,15,21263,31261,text,non-multipart,34,0.16418967,0.05823476,17.92015209,non-spam
40001,1264518000,0,20419,30960,text,non-multipart,9,0.12008005,0.09506338,7.80839638,non-spam
40001,1264518000,0,20419,30960,text,non-multipart,9,0.12008005,0.09506338,7.80839638,non-spam
40001,1264534966,19,22283,30895,text,non-multipart,18,0.07191896,0.09319077,27.46897417,non-spam
40001,1264539084,0,20749,30449,text,non-multipart,6,0.07915113,0.11786636,13.77837011,non-spam
40001,1264549089,17,21815,30920,text,non-multipart,11,0.04719881,0.09221616,22.37074203,non-spam
40001,1264555203,0,20001,30870,text,non-multipart,44,0.08789302,0.05252144,35.99274823,non-spam
40001,1264559216,10,21926,30896,text,non-multipart,15,0.05934295,0.08203570,23.50358669,non-spam
40001,1264562395,8,20305,30290,HTML,non-multipart,55,0.30798507,0.03403352,11.54011995,non-spam
40001,1264563276,0,20558,30870,text,non-multipart,16,0.08876438,0.06414037,16.81278664,non-spam
40001,1264564548,0,21921,30751,text,non-multipart,2,0.01829653,0.16750789,13.30449610,non-spam
40381,1264584338,0,22197,30775,text,multipart_text,3,0.03423355,0.10840624,12.98153738,spam
40962,1264587064,3,21315,30825,text,non-multipart,2,0.08321377,0.20229555,9.91007801,spam
41364,1264590054,4,21454,30934,text,multipart_text,3,0.01927608,0.20111373,40.43549841,spam
40246,1264597436,0,22210,31280,text,multipart_text,2,0.04855842,0.18664643,6.04837129,spam
40424,1264598939,6,21454,30916,text,multipart_text,3,0.01930088,0.20137251,40.43549841,spam
41561,1264602547,12,21495,30309,text,multipart_text,1,0.01138952,0.13862675,18.50770256,spam
41058,1264604400,0,21495,30498,text,multipart_text,1,0.01139323,0.13867188,18.50770256,spam
40001,1264604400,15,21264,31261,text,non-multipart,36,0.15678411,0.06617015,24.01924660,non-spam
40001,1264604400,0,20643,30871,text,non-multipart,26,0.16651187,0.07403476,18.96436831,non-spam
40001,1264604400,14,20940,31258,text,non-multipart,6,0.03688336,0.12828492,36.29849869,non-spam
40001,1264604400,0,22153,30449,text,non-multipart,5,0.07257810,0.08141370,7.46932696,non-spam
40001,1264622809,3,22267,30872,HTML,non-multipart,45,0.27422169,0.03691799,12.17122026,non-spam
40001,1264630469,8,20027,30290,HTML,non-multipart,53,0.39073464,0.02561501,6.58343460,non-spam
40001,1264645918,12,21104,30421,text,non-multipart,2,0.03752643,0.14587738,8.65313002,non-spam
40001,1264653727,0,20275,30215,HTML,multipart_text,152,0.11001277,0.03830648,69.82760378,non-spam
40001,1264655048,0,20469,30521,HTML,multipart_text,13,0.08761789,0.00000000,0.00000000,non-spam
40001,1264674546,9,20356,30752,text,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41494,1264681231,4,21910,30331,text,multipart_text,3,0.05468750,0.09062500,7.41879973,spam
40244,1264689496,0,21357,30148,text,multipart_text,4,0.04736440,0.13750955,15.20324566,spam
41372,1264690800,0,21406,30543,text,multipart_text,3,0.02540717,0.15537459,27.76316099,spam
41328,1264690800,0,22249,31009,text,multipart_text,2,0.01460177,0.11084071,18.58610011,spam
41063,1264690800,0,22249,30996,text,multipart_text,2,0.01458564,0.11071823,18.58610011,spam
41117,1264690800,0,22005,30616,text,multipart_text,2,0.01953371,0.13610586,19.23221355,spam
40001,1264690800,15,21265,31261,text,non-multipart,44,0.17223214,0.06270711,23.16733958,non-spam
40949,1264690800,3,22276,31266,text,non-multipart,5,0.06009615,0.31370192,16.24005331,spam
40446,1264690800,3,22276,31266,text,non-multipart,5,0.06009615,0.31370192,16.24005331,spam
40949,1264690800,3,22276,31266,text,non-multipart,5,0.06009615,0.31370192,16.24005331,spam
40949,1264708850,3,22276,31266,text,non-multipart,5,0.06009615,0.31370192,16.24005331,spam
40001,1264723181,10,20708,30896,text,non-multipart,12,0.04033075,0.07872089,26.49837325,non-spam
40231,1264723181,0,21910,30510,text,multipart_text,3,0.05468750,0.09062500,7.41879973,spam
40001,1264723181,0,20562,30870,text,non-multipart,53,0.09261566,0.05511566,47.59252871,non-spam
41501,1264723181,0,21357,30763,text,multipart_text,4,0.04727411,0.13724743,15.20324566,spam
40001,1264724028,14,20030,30431,text,non-multipart,3,0.05135440,0.12866817,6.50699698,non-spam
40001,1264726898,0,22382,30449,text,non-multipart,4,0.08130800,0.12063632,7.74763827,non-spam
40001,1264730026,0,20715,30449,text,non-multipart,5,0.10803194,0.16063880,8.04162910,non-spam
